"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_KDF_500_Pyrokar.d:969","Wer hat das getan?","Кто сделал это?","","False","DIA_Pyrokar_GIVEINNOSEYE_Info.DIA_Pyrokar_GIVEINNOSEYE.DIA_Pyrokar_GIVEINNOSEYE_wer","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:472","Braue mir einen Trank der Geschwindigkeit.","Свари мне зелье скорости.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Speed","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:473","Braue mir ein Mana Extrakt.","Свари мне эликсир маны.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Mana","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:474","Braue mir ein Extrakt der Heilung.","Свари мне лечебный эликсир.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Health","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:78","Endlich! Ich habe seit Tagen versucht, dich hier her zu bringen.","Наконец-то! Я много дней пытался вызвать тебя сюда.","","False","DIA_Xardas_Hello_14_00","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:79","Ich fühle mich, als hätte ich drei Wochen unter Steinen gelegen.","Я чувствую себя так, как будто я три недели пролежал под грудой камней.","","False","DIA_Xardas_Hello_15_01","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:80","So war es auch. Nur die Magie deiner Rüstung hat dich am Leben gehalten - aber genug davon. Deine Kräfte wirst du schon wiedererlangen.","Да, так и было. Только магия твоих доспехов поддерживала жизнь в тебе - но хватит об этом. Ты скоро восстановишь свои силы.","","False","DIA_Xardas_Hello_14_02","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:83","Du redest von den Orks?","Ты говоришь об орках?","","False","DIA_Xardas_Hello_15_05","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:84","Ich rede von weitaus schlimmeren Kreaturen.","Я говорю о гораздо более ужасных созданиях.","","False","DIA_Xardas_Hello_14_06","",""
"Scripts/Content/Story/Dialoge/DIA_NOV_600_Pedro.d:159","Außerdem verlangen wir von jedem neuen Novizen die Gaben an Innos. Ein Schaf und ...","Кроме того, мы требуем приношение Инносу от каждого нового послушника. Это должна быть овца и...","","False","DIA_Pedro_TEMPEL_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:70","Wer hat hier das Sagen?","Кто командует здесь?","","False","DIA_Wache_PERM_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:71","Unser Kommandant Garond und seine beiden Berater, die Paladine Oric und Parcival.","Наш командующий Гаронд и два его советника, паладины Орик и Парсиваль.","","False","DIA_Wache_PERM_10_01","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:72","Geh einfach rein. Tagsüber halten sie sich im Thronsaal im Erdgeschoss auf.","Днем ты можешь застать их в тронном зале на первом этаже.","","False","DIA_Wache_PERM_10_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Mage_NW.d:274","Ich werde sehen, was ich tun kann.","Я посмотрю, что можно сделать.","","False","DIA_MiltenNW_KAP3_NovizenChase_03_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_DI.d:262","Schlösser knacken","Использование отмычек","","False","DIA_PC_Thief_DI_Training_Talente_PICKLOCK.DIA_PC_Thief_DI_Training_Talente.DIA_PC_Thief_DI_Training_Talente_PICKLOCK","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:75","Wer bist du?","Кто ты?","","False","DIA_DiegoNW_NeedHelp_Info.DIA_DiegoNW_NeedHelp.DIA_DiegoNW_NeedHelp_WhoAreYou","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:147","Ich habe im Minental einen kleinen Schatz versteckt.","Я спрятал небольшое состояние в Долине Рудников.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:148","Eigentlich wollte ich ihn ja holen, aber leider tummeln sich einige Orks bei dem Versteck rum.","Я собирался пойти и забрать его, но неожиданно около этого места появилась банда орков.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:218","Wieso holst du ihn nicht selbst?","Почему ты не заберешь его сам?","","False","DIA_DiegoNW_HelpYou_15_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:219","Weil sich am Versteck ein paar Orks rumtreiben. Du bist genau der Richtige für diese Aufgabe, glaube mir.","Потому что там, где оно спрятано, ошиваются орки. Ты как нельзя лучше подходишь для этой работы, поверь мне.","","False","DIA_DiegoNW_HelpYou_11_05","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:223","Was hast du mit dem Gold vor?","Что ты собираешься делать с этим золотом?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_YourPlan","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:224","Wo hast du das ganze Gold her?","Откуда у тебя это золото?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_HowGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:225","Wo ist das Gold versteckt?","Где спрятано это золото?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_WhereGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:76","Ich bin im Auftrag von Garond unterwegs.","Я здесь по поручению Гаронда.","","False","DIA_DIEGOOW_GAROND.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:93","Na klar, was willst du wissen?","Конечно, что ты хочешь знать?","","False","DIA_DiegoOw_Garond_11_03","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:104","Was weißt du von Silvestros Erz?","Что ты знаешь о руде Сильвестро?","","False","DIA_DIEGOOW_SILVESTRO.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:118","Was weißt du von Silvestros Erz?","Что ты знаешь о руде Сильвестро?","","False","DIA_DiegoOw_Silvestro_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:260","Dafür haben wir keine Zeit. Ich habe echt Wichtigeres zu tun.","Сейчас не время для этого. У меня есть дела поважнее.","","False","DIA_DiegoOw_Teach_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:926","Mittlere Söldnerrüstung kaufen. Schutz: Waffen 45, Pfeile 45. Kosten: 500 Gold","Купить средние доспехи наемника. Защита: оружие 45, стрелы 45. Цена: 500 золота","","False","DIA_Lee_BuyArmorM.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:1040","Schwere Söldnerrüstung kaufen. Schutz: Waffen 60, Pfeile 60. Kosten: 1000 Gold","Купить тяжелые доспехи наемника. Защита: оружие 60, стрелы 60. Цена: 1000 золота","","False","DIA_Lee_BuyArmorH.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_802_Buster.d:73","Ich bin nur ein Reisender auf dem Weg zum Großbauern.","Я хочу увидеть лендлорда.","","False","DIA_Buster_Hello_IKnowLee.DIA_Buster_Hello.DIA_Buster_Hello_GoingToFarm","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:849","Mittlere Drachenjägerrüstung: Schutz: Waffen 80, Pfeile 80. (12000 Gold)","Средние доспехи охотника на драконов: Защита: оружие 80, стрелы 80. (12000 золота)","","False","DIA_Bennet_DJG_ARMOR_M.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:921","Schwere Drachenjägerrüstung: Schutz: Waffen 90, Pfeile 90. (20000 Gold)","Тяжелые доспехи охотника на драконов: Защита: оружие 90, стрелы 90. (20000 золота)","","False","DIA_Bennet_DJG_ARMOR_H.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_814_Sentenza.d:115","Oder gar nichts. Durchsuch mich ruhig!","Или ничего. Обыщи меня!","","False","DIA_Sentenza_Hello_HandsOff.DIA_Sentenza_Hello.DIA_Sentenza_Hello_SearchMe","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_410_Baltram.d:45","Was willst du? Du bist ein Sträfling aus der Minenkolonie. Mit dir mache ich keine Geschäfte!","Чего тебе нужно? Ты заключенный из горнодобывающей колонии. Я не хочу иметь с тобой никаких дел!","","False","DIA_Baltram_Sperre_01_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_4108_Engor.d:149","Schwere Milizrüstung kaufen (Schutz: Waffen 60, Pfeile 60. Kosten: 2500 Gold)","Купить тяжелый доспех ополченца. (Защита: оружие 60, стрелы 60. Цена: 2 500 золотых)","","False","DIA_Engor_RSkaufen.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_417_Constantino.d:80","Was willst du? Hier gibt es nichts umsonst und ich werde dir auch nichts verkaufen.","Что тебе нужно? Бесплатного здесь ничего нет, и продавать тебе я тоже ничего не собираюсь.","","False","DIA_Constantino_Hallo_10_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_418_Gritta.d:149","Schluss jetzt, wo ist das Gold?","Хватит. Где золото?","","False","DIA_Gritta_WantsMoney_Continue03.DIA_Gritta_WantsMoney.DIA_Gritta_WantsMoney_WhereMoney","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:78","Wenn du Gold hast, kannst du hier sogar was essen, wenn du willst.","Если у тебя есть золото, ты даже можешь поесть здесь, если хочешь, конечно.","","False","DIA_Coragon_Add_05_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:133","Ach, hör auf. Lord Andre läßt am Galgenplatz Freibier ausschenken.","Аах, не напоминай мне. Лорд Андрэ раздает бесплатное пиво на площади казней.","","False","DIA_Coragon_Add_05_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:134","Jetzt kommen fast nur noch die reiche Leute aus der Oberstadt her.","Теперь почти никто не заходит сюда, за исключением богачей из верхнего квартала.","","False","DIA_Coragon_Add_05_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:136","(lacht) Einige von den feinen Pinkeln können dir ganz schön auf die Nerven gehen.","(смеется) Некоторые из этих толстосумов очень действуют на нервы.","","False","DIA_Coragon_Add_05_04","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:137","Dieser Valentino zum Beispiel - ich kann den Kerl nicht leiden.","Возьмем этого Валентино, например, я его на дух не выношу.","","False","DIA_Coragon_Add_05_05","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:138","Aber ich kann mir meine Kundschaft nicht aussuchen. Ich brauche jedes Goldstück.","Но я не могу выбирать клиентов. Мне дорог каждый цент, что я зарабатываю.","","False","DIA_Coragon_Add_05_06","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:139","Das bißchen, was ich gespart habe, ist mir zusammen mit meinem ganzen Silber gestohlen worden.","А то немногое, что мне удалось скопить, было украдено вместе с моим серебром.","","False","DIA_Coragon_Add_05_07","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:165","Ja, ist schon ne Weile her. An dem Abed war es noch ziemlich voll und ich habe Bier rumgebracht.","Ну, это было уже довольно давно. Той ночью было довольно много народа, и я часто разносил пиво по столам.","","False","DIA_Coragon_Add_05_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:166","Ich war nicht lange hinter der Theke weg - aber den Mistkerlen hat es gereicht.","Я отлучался из-за прилавка совсем ненадолго, но этого оказалось вполне достаточно для этих ублюдков.","","False","DIA_Coragon_Add_05_10","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:167","Ich war schon bei der Miliz deswegen - aber die haben natürlich nichts gefunden. Stattdessen besaufen sie sich am Freibierstand.","Я обратился за помощью к ополчению, но они, конечно же, ничего не нашли. Они предпочитают толкаться у бочки с бесплатным пивом.","","False","DIA_Coragon_Add_05_11","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:177","Hier - nimm das als Belohnung.","Вот - возьми это в качестве награды.","","False","DIA_Coragon_Add_05_14","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:181","Ein ganz besonderes Bier. Es ist mein letztes Fass.","Очень хорошее пиво. Это мой последний бочонок.","","False","DIA_Coragon_Add_05_21","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:185","Es ist der letzte Schluck!","Самая последняя капля!","","False","DIA_Coragon_Add_05_22","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:213","Tatsächlich!","Да ну?!","","False","DIA_Coragon_Add_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:242","Mmm? (überrascht) Das ist das Schuldenbuch von Lehmar!","Мммм? (удивленно) Это же гроссбух Лемара!","","False","DIA_Coragon_Add_05_16","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:243","Was hast du damit vor?","Что ты собираешься делать с ним?","","False","DIA_Coragon_Add_05_17","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:270","Danke! Du hast mich gerettet. Lehmar kann ziemlich ungemütlich werden.","Спасибо! Ты спас мою задницу. Лемар может быть очень мерзким, если захочет.","","False","DIA_Coragon_Add_05_19","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:298","Du mußt Bürger der Stadt sein. Such dir eine Arbeit.","Ты должен быть гражданином города. Иди, найди себе работу.","","False","DIA_Coragon_Add_05_24","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:299","Am besten bei den Handwerkern in der Unterstadt. Dann bist du ein Bürger der Stadt.","Лучше всего у мастеров в нижней части города. Это сделает тебя гражданином.","","False","DIA_Coragon_Add_05_25","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:300","Tja, und wenn dir das noch nicht reicht, dann sprich mit Lord Andre in der Kaserne.","Ну, а если этого будет недостаточно, поговори с лордом Андрэ в казармах.","","False","DIA_Coragon_Add_05_26","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:301","Vielleicht nimmt er dich ja bei der Stadtwache auf. Die kommen auch in's obere Viertel.","Может быть, он примет тебя в городскую стражу. Они тоже имеют доступ в верхний квартал.","","False","DIA_Coragon_Add_05_27","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:327","Er ist stinkreich und muss nicht arbeiten. und er bindet das auch jedem auf die Nase.","Он ужасно богат, и ему не нужно работать. И он бахвалится этим перед всеми.","","False","DIA_Coragon_Add_05_29","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:328","Egal ob man's hören will oder nicht.","Хочешь ты его слушать или нет.","","False","DIA_Coragon_Add_05_30","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:329","Er säuft viel und bleibt immer bis zum Ende, bis er dann früh am Morgen zurück in's obere Viertel wankt.","Он много пьет и всегда остается почти до закрытия. А затем, рано утром, бредет к себе, в верхний квартал.","","False","DIA_Coragon_Add_05_31","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:330","Das geht jeden Tag so.","И так изо дня в день.","","False","DIA_Coragon_Add_05_32","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:358","Valentino konnte letzte Nacht seine Zeche nicht bezahlen.","Валентино не смог заплатить за выпивку прошлой ночью.","","False","DIA_Coragon_Add_05_33","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:361","Er hat irgendwas gefaselt - er wäre ausgeraubt worden und würde später bezahlen... Sowas!.","Он бормотал что-то о том, что его ограбили и что он заплатит мне позже... Чушь какая!","","False","DIA_Coragon_Add_05_34","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:365","Vorher hat er noch geprahlt, wieviel Geld er hat.","А за пять минут до этого он бахвалился, что у него денег куры не клюют.","","False","DIA_Coragon_Add_05_35","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:366","Dann greift er in seine Tasche und macht ein dämliches Gesicht. Er meint er wäre bestohlen worden...","Затем он сунул руку у карман и сделал удивленное лицо. Он сказал, что у него украли кошелек...","","False","DIA_Coragon_Add_05_36","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:369","Na, ich hab ihm ne ordentliche Tracht Prügel verabreicht, was sonst!","Ну, я задал ему хорошую трепку, что же еще?","","False","DIA_Coragon_Add_05_38","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:396","Was? Ich verstehe nicht...","Что? Я не понимаю...","","False","DIA_Coragon_Add_05_40","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:31","Ich will mich amüsieren","Я хочу развлечься.","","False","DIA_Bromor_GIRLS.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:45","Ich will mich amüsieren.","Я хочу развлечься.","","False","DIA_Bromor_GIRLS_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:46","Deshalb bist du ja hergekommen.","Ну да, все сюда за этим приходят.","","False","DIA_Bromor_GIRLS_07_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:123","Ich will dich wohl segnen, Fremder, aber ich kenne dich nicht. Erzähle mir was über dich.","Я могу дать тебе благословение, чужеземец, но я ничего не знаю о тебе. Расскажи мне о себе.","","False","DIA_Vatras_INFLUENCE_05_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:162","Das habe ich irgendwo aufgeschnappt...","Ох, я где-то слышал об этом...","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:163","Xardas, der Magier hat es mir erzählt...","Мне сказал об этом маг Ксардас ...","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:196","Ich bin ein Abenteurer aus dem Süden...","Я искатель приключений с юга...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:197","Ich bin ein ehemaliger Gefangener...","Я бывший заключенный ...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:213","Und, gibst du mir jetzt deinen Segen?","Так ты дашь мне свое благословение?","","False","DIA_Vatras_INFLUENCE_THIRD_LIE.DIA_Vatras_INFLUENCE.dia_vatras_influence_repeat","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:219","Und, gibst du mir jetzt deinen Segen?","Так ты дашь мне свое благословение?","","False","DIA_Vatras_INFLUENCE_REPEAT_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:269","Es sind Drachen gekommen... ","Пришли драконы ...","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:270","Es werden bald schreckliche Dinge passieren.","Скоро произойдут ужасные вещи!","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:274","Ich habe dir jetzt zweimal die Chance gegeben, mir die Wahrheit zu sagen - aber du willst es anscheinend nicht. Ich werde dir meinen Segen nicht geben.","Я дал тебе два шанса сказать мне правду, но ты, по-видимому, не хочешь этого. Я не дам тебе моего благословения.","","False","DIA_Vatras_INFLUENCE_REPEAT_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:584","Such dir einen anderen Laufburschen, alter Mann!","Найди себе другого мальчика на побегушках, старик!","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_NO","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:585","Ich mach's. ","Я сделаю это.","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_YES","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:606","Such dir einen anderen Laufburschen, alter Mann!","Найди себе другого мальчика на побегушках, старик!","","False","DIA_Vatras_MISSION_NO_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:578","Zeig mir den Taschendiebstahl. (5 LP)","Научи меня карманному воровству (5 LP)","","False","DIA_Cassia_Pickpocket.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:778","Ring der Eisenhaut","Кольцо железной кожи","","False","DIA_Cassia_Belohnung_Info.DIA_Cassia_Belohnung.DIA_Cassia_Belohnung_Ring","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:142","Warum bist DU nicht bei Lee und seinen Söldnern?","А почему ТЫ не с Ли и наемниками?","","False","DIA_LARES_WHYINCITY.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:159","Warum bist DU in die Stadt gekommen?","А зачем ТЫ пришел в город?","","False","DIA_Lares_WhyInCity_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:200","Hab' ich eine Alternative?","У меня есть выбор?","","False","DIA_LARES_ALTERNATIVE.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:214","Hab' ich eine Alternative?","У меня есть выбор?","","False","DIA_Lares_Alternative_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:215","Wenn ich du wäre, würde ich zu Onars Hof gehen und mit Lee reden.","На твоем месте я бы пошел на ферму Онара и поговорил с Ли.","","False","DIA_Lares_Alternative_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:216","Ich bin mir sicher, wir finden einem Weg, dich ins obere Viertel zu bringen.","Я уверен, он найдет способ попасть в верхний квартал.","","False","DIA_Lares_Alternative_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:227","Erzähl mir mehr über die Söldner.","Расскажи мне подробнее о наемниках.","","False","DIA_Lares_AboutSld.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:255","Von welchem Schiff hast du geredet?","О каком корабле ты говоришь?","","False","DIA_LARES_SCHIFF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:284","Wie komme ich zum Hof des Großbauern?","Как мне найти ферму лендлорда?","","False","DIA_LARES_WEGZUMHOF.description","",""
