"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_DJG_705_Angar.d:106","Was ist mit den anderen aus dem Sumpflager passiert?","What happened to the others from the swamp camp?","","False","DIA_Angar_WIEKOMMSTDUHIERHER_Info.DIA_Angar_WIEKOMMSTDUHIERHER.DIA_Angar_WIEKOMMSTDUHIERHER_andere","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_500_Pyrokar.d:969","Wer hat das getan?","Who did this?","","False","DIA_Pyrokar_GIVEINNOSEYE_Info.DIA_Pyrokar_GIVEINNOSEYE.DIA_Pyrokar_GIVEINNOSEYE_wer","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:472","Braue mir einen Trank der Geschwindigkeit.","Brew me a potion of speed.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Speed","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:473","Braue mir ein Mana Extrakt.","Brew me a mana extract.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Mana","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:474","Braue mir ein Extrakt der Heilung.","Brew me an elixir of healing.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Health","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:78","Endlich! Ich habe seit Tagen versucht, dich hier her zu bringen.","Finally! I've been trying to bring you here for days.","","False","DIA_Xardas_Hello_14_00","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:79","Ich fühle mich, als hätte ich drei Wochen unter Steinen gelegen.","I feel like I spent three days lying under a load of rocks.","","False","DIA_Xardas_Hello_15_01","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:80","So war es auch. Nur die Magie deiner Rüstung hat dich am Leben gehalten - aber genug davon. Deine Kräfte wirst du schon wiedererlangen.","Well, so you did. Only the magic within your armor kept you alive - but enough of this. You are bound to get all your strength back.","","False","DIA_Xardas_Hello_14_02","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:83","Du redest von den Orks?","You're talking about the orcs?","","False","DIA_Xardas_Hello_15_05","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:84","Ich rede von weitaus schlimmeren Kreaturen.","I am talking about much more terrible creatures.","","False","DIA_Xardas_Hello_14_06","",""
"Scripts/Content/Story/Dialoge/DIA_NOV_600_Pedro.d:159","Außerdem verlangen wir von jedem neuen Novizen die Gaben an Innos. Ein Schaf und ...","Besides that, we require an offering to Innos from every new novice. A sheep and ...","","False","DIA_Pedro_TEMPEL_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:70","Wer hat hier das Sagen?","Who's in charge here?","","False","DIA_Wache_PERM_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:71","Unser Kommandant Garond und seine beiden Berater, die Paladine Oric und Parcival.","Our commander Garond and his two advisors, the paladins Oric and Parcival.","","False","DIA_Wache_PERM_10_01","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:72","Geh einfach rein. Tagsüber halten sie sich im Thronsaal im Erdgeschoss auf.","Just walk on in. During the day, you can find them in the throne room on the ground floor.","","False","DIA_Wache_PERM_10_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Mage_NW.d:274","Ich werde sehen, was ich tun kann.","I'll see what I can do.","","False","DIA_MiltenNW_KAP3_NovizenChase_03_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Mage_OW.d:71","Klar kenne ich die Jungs noch.","So what is there to report?","","False","DIA_MiltenOW_Hello_NO.DIA_MiltenOW_Hello.DIA_MiltenOW_Hello_Friends","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_DI.d:262","Schlösser knacken","Pick locks","","False","DIA_PC_Thief_DI_Training_Talente_PICKLOCK.DIA_PC_Thief_DI_Training_Talente.DIA_PC_Thief_DI_Training_Talente_PICKLOCK","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:75","Wer bist du?","Who are you?","","False","DIA_DiegoNW_NeedHelp_Info.DIA_DiegoNW_NeedHelp.DIA_DiegoNW_NeedHelp_WhoAreYou","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:147","Ich habe im Minental einen kleinen Schatz versteckt.","I've hidden a small fortune in the Valley of Mines.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:148","Eigentlich wollte ich ihn ja holen, aber leider tummeln sich einige Orks bei dem Versteck rum.","I was going to go and get it, but unfortunately there's a bunch of orcs hanging out near the cache.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:218","Wieso holst du ihn nicht selbst?","Why can't you fetch it yourself?","","False","DIA_DiegoNW_HelpYou_15_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:219","Weil sich am Versteck ein paar Orks rumtreiben. Du bist genau der Richtige für diese Aufgabe, glaube mir.","Because some orcs are hanging out near the cache. You're just the right person for this job, believe me.","","False","DIA_DiegoNW_HelpYou_11_05","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:223","Was hast du mit dem Gold vor?","What are you planning to do with the gold?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_YourPlan","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:224","Wo hast du das ganze Gold her?","Where did you get all that gold?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_HowGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:225","Wo ist das Gold versteckt?","Where's the gold hidden?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_WhereGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:76","Ich bin im Auftrag von Garond unterwegs.","I'm traveling on behalf of Garond.","","False","DIA_DIEGOOW_GAROND.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:93","Na klar, was willst du wissen?","Sure, what do you want to know?","","False","DIA_DiegoOw_Garond_11_03","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:104","Was weißt du von Silvestros Erz?","What do you know about Silvestro's ore?","","False","DIA_DIEGOOW_SILVESTRO.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:118","Was weißt du von Silvestros Erz?","What do you know about Silvestro's ore?","","False","DIA_DiegoOw_Silvestro_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:260","Dafür haben wir keine Zeit. Ich habe echt Wichtigeres zu tun.","There's no time for that. I really have more important things to do.","","False","DIA_DiegoOw_Teach_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:926","Mittlere Söldnerrüstung kaufen. Schutz: Waffen 45, Pfeile 45. Kosten: 500 Gold","Buy medium mercenary armor. Protection: weapons 45, arrows 45. Cost: 500 gold","","False","DIA_Lee_BuyArmorM.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:1040","Schwere Söldnerrüstung kaufen. Schutz: Waffen 60, Pfeile 60. Kosten: 1000 Gold","Buy heavy mercenary armor. Protection: weapons 60, arrows 60. Cost: 1000 gold","","False","DIA_Lee_BuyArmorH.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_802_Buster.d:73","Ich bin nur ein Reisender auf dem Weg zum Großbauern.","I'm just a traveler on his way to see the landlord.","","False","DIA_Buster_Hello_IKnowLee.DIA_Buster_Hello.DIA_Buster_Hello_GoingToFarm","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:849","Mittlere Drachenjägerrüstung: Schutz: Waffen 80, Pfeile 80. (12000 Gold)","Medium Dragon Hunter armor: Protection: weapons 80, arrows 80. (12000 gold)","","False","DIA_Bennet_DJG_ARMOR_M.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:921","Schwere Drachenjägerrüstung: Schutz: Waffen 90, Pfeile 90. (20000 Gold)","Heavy Dragon Hunter armor: Protection: weapons 90, arrows 90. (20000 gold)","","False","DIA_Bennet_DJG_ARMOR_H.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_814_Sentenza.d:115","Oder gar nichts. Durchsuch mich ruhig!","Or nothing. Search me, then!","","False","DIA_Sentenza_Hello_HandsOff.DIA_Sentenza_Hello.DIA_Sentenza_Hello_SearchMe","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_410_Baltram.d:45","Was willst du? Du bist ein Sträfling aus der Minenkolonie. Mit dir mache ich keine Geschäfte!","What do you want? You're a convict from the mining colony. I won't do any business with you!","","False","DIA_Baltram_Sperre_01_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_4108_Engor.d:149","Schwere Milizrüstung kaufen (Schutz: Waffen 60, Pfeile 60. Kosten: 2500 Gold)","Buy heavy militia armor (Protection: Weapons 60, Arrows 60. Price: 2500 gold)","","False","DIA_Engor_RSkaufen.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_417_Constantino.d:80","Was willst du? Hier gibt es nichts umsonst und ich werde dir auch nichts verkaufen.","What do you want? There's nothing to be had for free here, and I'm not going to sell you anything either.","","False","DIA_Constantino_Hallo_10_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_418_Gritta.d:149","Schluss jetzt, wo ist das Gold?","Cut it out. Where's the gold?","","False","DIA_Gritta_WantsMoney_Continue03.DIA_Gritta_WantsMoney.DIA_Gritta_WantsMoney_WhereMoney","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:78","Wenn du Gold hast, kannst du hier sogar was essen, wenn du willst.","As long as you have gold, you can even eat here if you want.","","False","DIA_Coragon_Add_05_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:133","Ach, hör auf. Lord Andre läßt am Galgenplatz Freibier ausschenken.","Aah, don't remind me. Lord Andre is serving free beer at the gallows square.","","False","DIA_Coragon_Add_05_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:134","Jetzt kommen fast nur noch die reiche Leute aus der Oberstadt her.","Hardly anybody comes here now except for the rich people from the upper quarter.","","False","DIA_Coragon_Add_05_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:136","(lacht) Einige von den feinen Pinkeln können dir ganz schön auf die Nerven gehen.","(laughs) Some of those swells can really get on your nerves.","","False","DIA_Coragon_Add_05_04","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:137","Dieser Valentino zum Beispiel - ich kann den Kerl nicht leiden.","Take that Valentino, for instance - I can't stand the sight of him.","","False","DIA_Coragon_Add_05_05","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:138","Aber ich kann mir meine Kundschaft nicht aussuchen. Ich brauche jedes Goldstück.","But I can't pick my customers. I need every coin I can make.","","False","DIA_Coragon_Add_05_06","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:139","Das bißchen, was ich gespart habe, ist mir zusammen mit meinem ganzen Silber gestohlen worden.","The little I had managed to save has been stolen, along with all my silver.","","False","DIA_Coragon_Add_05_07","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:165","Ja, ist schon ne Weile her. An dem Abed war es noch ziemlich voll und ich habe Bier rumgebracht.","Well, it's been a while already. It was still rather crowded that night, and I was doing the round serving beer.","","False","DIA_Coragon_Add_05_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:166","Ich war nicht lange hinter der Theke weg - aber den Mistkerlen hat es gereicht.","I wasn't gone long from behind the counter - but it was long enough for those bastards.","","False","DIA_Coragon_Add_05_10","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:167","Ich war schon bei der Miliz deswegen - aber die haben natürlich nichts gefunden. Stattdessen besaufen sie sich am Freibierstand.","I went to see the militia about it - but they couldn't find a thing, of course. They prefer getting plastered on free beer.","","False","DIA_Coragon_Add_05_11","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:177","Hier - nimm das als Belohnung.","Here - take this as a reward.","","False","DIA_Coragon_Add_05_14","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:181","Ein ganz besonderes Bier. Es ist mein letztes Fass.","A very special beer. This is my last keg.","","False","DIA_Coragon_Add_05_21","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:185","Es ist der letzte Schluck!","It's the very last drop!","","False","DIA_Coragon_Add_05_22","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:213","Tatsächlich!","Really!","","False","DIA_Coragon_Add_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:242","Mmm? (überrascht) Das ist das Schuldenbuch von Lehmar!","Mmm? (surprised) But this is Lehmar's ledger!","","False","DIA_Coragon_Add_05_16","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:243","Was hast du damit vor?","What are you planning to do with that?","","False","DIA_Coragon_Add_05_17","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:270","Danke! Du hast mich gerettet. Lehmar kann ziemlich ungemütlich werden.","Thanks! You saved my butt. Lehmar can get rather ugly when he wants to.","","False","DIA_Coragon_Add_05_19","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:298","Du mußt Bürger der Stadt sein. Such dir eine Arbeit.","You need to be a citizen of the town. Go find some work.","","False","DIA_Coragon_Add_05_24","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:299","Am besten bei den Handwerkern in der Unterstadt. Dann bist du ein Bürger der Stadt.","Preferably with the craftsmen in the lower part of town. That would make you a citizen.","","False","DIA_Coragon_Add_05_25","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:300","Tja, und wenn dir das noch nicht reicht, dann sprich mit Lord Andre in der Kaserne.","Well, and if that's still not enough, go talk to Lord Andre at the barracks.","","False","DIA_Coragon_Add_05_26","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:301","Vielleicht nimmt er dich ja bei der Stadtwache auf. Die kommen auch in's obere Viertel.","Perhaps he'll let you join the city guard. They can go into the upper quarter, too.","","False","DIA_Coragon_Add_05_27","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:327","Er ist stinkreich und muss nicht arbeiten. und er bindet das auch jedem auf die Nase.","He's filthy rich and has no need for work. And he brags about it to everyone.","","False","DIA_Coragon_Add_05_29","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:328","Egal ob man's hören will oder nicht.","Whether you want to hear it or not.","","False","DIA_Coragon_Add_05_30","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:329","Er säuft viel und bleibt immer bis zum Ende, bis er dann früh am Morgen zurück in's obere Viertel wankt.","He drinks a lot and always stays until the end - then, early in the morning, he totters back to the upper quarter.","","False","DIA_Coragon_Add_05_31","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:330","Das geht jeden Tag so.","It's the same every day.","","False","DIA_Coragon_Add_05_32","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:358","Valentino konnte letzte Nacht seine Zeche nicht bezahlen.","Valentino was unable to pay his bar tag last night.","","False","DIA_Coragon_Add_05_33","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:361","Er hat irgendwas gefaselt - er wäre ausgeraubt worden und würde später bezahlen... Sowas!.","He was blathering something about having being robbed, or paying me later ... Really!","","False","DIA_Coragon_Add_05_34","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:365","Vorher hat er noch geprahlt, wieviel Geld er hat.","And right before that, he had been crowing about how much money he had.","","False","DIA_Coragon_Add_05_35","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:366","Dann greift er in seine Tasche und macht ein dämliches Gesicht. Er meint er wäre bestohlen worden...","Then he put his hand in his pocket and drew a funny face. He said it had been stolen ...","","False","DIA_Coragon_Add_05_36","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:369","Na, ich hab ihm ne ordentliche Tracht Prügel verabreicht, was sonst!","Well, I gave him a good thrashing, what else?","","False","DIA_Coragon_Add_05_38","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:396","Was? Ich verstehe nicht...","What? I don't understand ...","","False","DIA_Coragon_Add_05_40","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:31","Ich will mich amüsieren","I want to have some fun.","","False","DIA_Bromor_GIRLS.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:45","Ich will mich amüsieren.","I want to have some fun.","","False","DIA_Bromor_GIRLS_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:46","Deshalb bist du ja hergekommen.","That's what you came here for, after all.","","False","DIA_Bromor_GIRLS_07_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:123","Ich will dich wohl segnen, Fremder, aber ich kenne dich nicht. Erzähle mir was über dich.","I may give you my blessing, stranger, but I know nothing about you. Tell me about yourself.","","False","DIA_Vatras_INFLUENCE_05_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:162","Das habe ich irgendwo aufgeschnappt...","Oh, I heard rumors somewhere ...","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:163","Xardas, der Magier hat es mir erzählt...","Xardas the magician told me ...","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:196","Ich bin ein Abenteurer aus dem Süden...","I'm an adventurer from down south ...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:197","Ich bin ein ehemaliger Gefangener...","I'm a former convict ...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:213","Und, gibst du mir jetzt deinen Segen?","And, will you give me your blessing now?","","False","DIA_Vatras_INFLUENCE_THIRD_LIE.DIA_Vatras_INFLUENCE.dia_vatras_influence_repeat","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:219","Und, gibst du mir jetzt deinen Segen?","And, will you give me your blessing now?","","False","DIA_Vatras_INFLUENCE_REPEAT_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:269","Es sind Drachen gekommen... ","Dragons have come ...","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:270","Es werden bald schreckliche Dinge passieren.","Terrible things are bound to happen soon.","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:274","Ich habe dir jetzt zweimal die Chance gegeben, mir die Wahrheit zu sagen - aber du willst es anscheinend nicht. Ich werde dir meinen Segen nicht geben.","I have now given you two chances to tell me the truth - but you apparently do not want to. I shall not give you my blessing.","","False","DIA_Vatras_INFLUENCE_REPEAT_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:584","Such dir einen anderen Laufburschen, alter Mann!","Go find yourself another errand boy, old man!","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_NO","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:585","Ich mach's. ","I'll do it.","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_YES","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:606","Such dir einen anderen Laufburschen, alter Mann!","Go find yourself another errand boy, old man!","","False","DIA_Vatras_MISSION_NO_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:578","Zeig mir den Taschendiebstahl. (5 LP)","Show me how to pick pockets. (5 LP)","","False","DIA_Cassia_Pickpocket.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:778","Ring der Eisenhaut","Ring of iron skin","","False","DIA_Cassia_Belohnung_Info.DIA_Cassia_Belohnung.DIA_Cassia_Belohnung_Ring","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:142","Warum bist DU nicht bei Lee und seinen Söldnern?","Why aren't YOU with Lee and his mercenaries?","","False","DIA_LARES_WHYINCITY.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:159","Warum bist DU in die Stadt gekommen?","Why did YOU come to the city?","","False","DIA_Lares_WhyInCity_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:200","Hab' ich eine Alternative?","Do I have a choice?","","False","DIA_LARES_ALTERNATIVE.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:214","Hab' ich eine Alternative?","Do I have a choice?","","False","DIA_Lares_Alternative_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:215","Wenn ich du wäre, würde ich zu Onars Hof gehen und mit Lee reden.","If I were you, I'd go to Onar's farm and talk to Lee.","","False","DIA_Lares_Alternative_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:216","Ich bin mir sicher, wir finden einem Weg, dich ins obere Viertel zu bringen.","I'm sure we'll find a way to get you into the upper end of town.","","False","DIA_Lares_Alternative_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:227","Erzähl mir mehr über die Söldner.","Tell me more about the mercenaries.","","False","DIA_Lares_AboutSld.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:255","Von welchem Schiff hast du geredet?","What ship were you talking about?","","False","DIA_LARES_SCHIFF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:284","Wie komme ich zum Hof des Großbauern?","How do I find the landowner's farm?","","False","DIA_LARES_WEGZUMHOF.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:299","Ich kann dich hinbringen, wenn du willst. Hab sowieso schon zu lange hier rumgehangen.","I can take you there if you want. I've hung around here too long anyway.","","False","DIA_Lares_WegZumHof_09_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:300","Hier im Hafen gibt es zwar für gewöhnlich keine Miliz, aber ich muss ja nicht riskieren, dass einer von ihnen Verdacht schöpft ...","There's usually no militia here in the harbor, but I can't risk one of them getting suspicious...","","False","DIA_Lares_WegZumHof_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:488","Ich hab gehört, du bist aufgenommen worden.","I heard you got accepted.","","False","DIA_Lares_OtherGuild_09_09","",""
