"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_BDT_1060_Dexter.d:115","Der Typ ist hier! Und nicht alleine. Da ist ein ganzer Haufen dieser Kerle überall unterwegs! Und die suchen dich.","Il est ici ! Et il n'est pas seul. Il y a tout un tas de ces types un peu partout. Et ils vous cherchent.","","False","DIA_Dexter_Wo_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_BDT_1060_Dexter.d:171","Ich habe dich gewarnt. Wenn ich dich nicht töte, wird er mich töten. Also lässt du mir keine Wahl.","Je vous avais prévenu. Si je ne vous tue pas, il me tuera. Vous ne me laissez guère le choix.","","False","DIA_Dexter_Kill_09_00","",""
"Scripts/Content/Story/Dialoge/DIA_DJG_705_Angar.d:106","Was ist mit den anderen aus dem Sumpflager passiert?","Qu'est-il arrivé aux autres du campement du marais ?","","False","DIA_Angar_WIEKOMMSTDUHIERHER_Info.DIA_Angar_WIEKOMMSTDUHIERHER.DIA_Angar_WIEKOMMSTDUHIERHER_andere","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_500_Pyrokar.d:969","Wer hat das getan?","Qui a fait ça ?","","False","DIA_Pyrokar_GIVEINNOSEYE_Info.DIA_Pyrokar_GIVEINNOSEYE.DIA_Pyrokar_GIVEINNOSEYE_wer","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:472","Braue mir einen Trank der Geschwindigkeit.","Préparez-moi une potion de rapidité.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Speed","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:473","Braue mir ein Mana Extrakt.","Préparez-moi une potion d'extrait de mana.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Mana","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:474","Braue mir ein Extrakt der Heilung.","Préparez-moi un élixir médicinal.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Health","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:78","Endlich! Ich habe seit Tagen versucht, dich hier her zu bringen.","Enfin ! Cela fait plusieurs jours que j'essaye de vous amener ici.","","False","DIA_Xardas_Hello_14_00","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:79","Ich fühle mich, als hätte ich drei Wochen unter Steinen gelegen.","J'ai l'impression d'avoir passé trois jours entiers sous un tas de cailloux...","","False","DIA_Xardas_Hello_15_01","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:80","So war es auch. Nur die Magie deiner Rüstung hat dich am Leben gehalten - aber genug davon. Deine Kräfte wirst du schon wiedererlangen.","A vrai dire, c'est le cas. C'est uniquement à la magie de votre armure que vous devez d'être en vie. Mais assez parlé de cela. Vous finirez bien par recouvrer vos forces...","","False","DIA_Xardas_Hello_14_02","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:83","Du redest von den Orks?","Vous voulez parler des orques ?","","False","DIA_Xardas_Hello_15_05","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:84","Ich rede von weitaus schlimmeren Kreaturen.","Je parle de créatures bien plus redoutables que cela.","","False","DIA_Xardas_Hello_14_06","",""
"Scripts/Content/Story/Dialoge/DIA_NOV_600_Pedro.d:159","Außerdem verlangen wir von jedem neuen Novizen die Gaben an Innos. Ein Schaf und ...","De plus, nous exigeons que chaque novice fasse une offrande à Innos, sous la forme d'un mouton et de...","","False","DIA_Pedro_TEMPEL_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:70","Wer hat hier das Sagen?","Qui est le responsable ici ?","","False","DIA_Wache_PERM_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:71","Unser Kommandant Garond und seine beiden Berater, die Paladine Oric und Parcival.","Garond, notre commandant, et ses deux conseillers, les paladins Oric et Parcival.","","False","DIA_Wache_PERM_10_01","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:72","Geh einfach rein. Tagsüber halten sie sich im Thronsaal im Erdgeschoss auf.","Entrez sans frapper. En cours de journée, vous les trouverez dans la salle du trône, au rez-de-chaussée.","","False","DIA_Wache_PERM_10_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Mage_NW.d:274","Ich werde sehen, was ich tun kann.","Je vais essayer.","","False","DIA_MiltenNW_KAP3_NovizenChase_03_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Mage_OW.d:71","Klar kenne ich die Jungs noch.","Alors, qu'avez-vous à signaler ?","","False","DIA_MiltenOW_Hello_NO.DIA_MiltenOW_Hello.DIA_MiltenOW_Hello_Friends","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_DI.d:262","Schlösser knacken","Crochetage","","False","DIA_PC_Thief_DI_Training_Talente_PICKLOCK.DIA_PC_Thief_DI_Training_Talente.DIA_PC_Thief_DI_Training_Talente_PICKLOCK","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:75","Wer bist du?","","","False","DIA_DiegoNW_NeedHelp_Info.DIA_DiegoNW_NeedHelp.DIA_DiegoNW_NeedHelp_WhoAreYou","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:147","Ich habe im Minental einen kleinen Schatz versteckt.","J'ai caché une petite fortune dans la Vallée des mines.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:148","Eigentlich wollte ich ihn ja holen, aber leider tummeln sich einige Orks bei dem Versteck rum.","Je comptais aller la rechercher mais, malheureusement, une bande d'orques rôde non loin.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:218","Wieso holst du ihn nicht selbst?","Pourquoi ne pas le faire vous-même ?","","False","DIA_DiegoNW_HelpYou_15_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:219","Weil sich am Versteck ein paar Orks rumtreiben. Du bist genau der Richtige für diese Aufgabe, glaube mir.","Parce qu'il y a des orques à proximité. Croyez-moi, c'est un travail pour vous.","","False","DIA_DiegoNW_HelpYou_11_05","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:223","Was hast du mit dem Gold vor?","Que comptez-vous faire avec l'or ?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_YourPlan","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:224","Wo hast du das ganze Gold her?","Où avez-vous trouvé tout cet or ?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_HowGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:225","Wo ist das Gold versteckt?","Où est caché l'or ?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_WhereGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:76","Ich bin im Auftrag von Garond unterwegs.","Je voyage pour le compte de Garond.","","False","DIA_DIEGOOW_GAROND.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:93","Na klar, was willst du wissen?","Que voulez-vous savoir ?","","False","DIA_DiegoOw_Garond_11_03","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:104","Was weißt du von Silvestros Erz?","Que savez-vous au sujet du minerai de Silvestro ?","","False","DIA_DIEGOOW_SILVESTRO.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:118","Was weißt du von Silvestros Erz?","Que savez-vous au sujet du minerai de Silvestro ?","","False","DIA_DiegoOw_Silvestro_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:260","Dafür haben wir keine Zeit. Ich habe echt Wichtigeres zu tun.","Pas le temps, j'ai mieux à faire.","","False","DIA_DiegoOw_Teach_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:926","Mittlere Söldnerrüstung kaufen. Schutz: Waffen 45, Pfeile 45. Kosten: 500 Gold","Armure moyenne de mercenaire. Prot. : Armes 45, Flèches 45. Coût : 500 po","","False","DIA_Lee_BuyArmorM.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:1040","Schwere Söldnerrüstung kaufen. Schutz: Waffen 60, Pfeile 60. Kosten: 1000 Gold","Armure lourde de mercenaire. Prot. : Armes 60, Flèches 60. Coût : 1 000 po","","False","DIA_Lee_BuyArmorH.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_802_Buster.d:73","Ich bin nur ein Reisender auf dem Weg zum Großbauern.","Je suis juste un voyageur en route pour rencontrer le propriétaire.","","False","DIA_Buster_Hello_IKnowLee.DIA_Buster_Hello.DIA_Buster_Hello_GoingToFarm","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:849","Mittlere Drachenjägerrüstung: Schutz: Waffen 80, Pfeile 80. (12000 Gold)","Armure moyenne chasseur de dragons : Prot. : Armes 80, Flèches 80. (12 000 po)","","False","DIA_Bennet_DJG_ARMOR_M.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:921","Schwere Drachenjägerrüstung: Schutz: Waffen 90, Pfeile 90. (20000 Gold)","Armure lourde chasseur de dragons : Prot. : Armes 90, Flèches 90. (20 000 po)","","False","DIA_Bennet_DJG_ARMOR_H.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_814_Sentenza.d:115","Oder gar nichts. Durchsuch mich ruhig!","Ou rien. Fouillez- moi !","","False","DIA_Sentenza_Hello_HandsOff.DIA_Sentenza_Hello.DIA_Sentenza_Hello_SearchMe","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_410_Baltram.d:45","Was willst du? Du bist ein Sträfling aus der Minenkolonie. Mit dir mache ich keine Geschäfte!","Que voulez-vous ? Vous êtes un prisonnier de la colonie minière ! Je n'ai rien à faire avec vous !","","False","DIA_Baltram_Sperre_01_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_4108_Engor.d:149","Schwere Milizrüstung kaufen (Schutz: Waffen 60, Pfeile 60. Kosten: 2500 Gold)","Acheter armure lourde de la milice (2 500 pièces d'or)","","False","DIA_Engor_RSkaufen.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_417_Constantino.d:80","Was willst du? Hier gibt es nichts umsonst und ich werde dir auch nichts verkaufen.","Que voulez-vous ? Rien n'est gratuit ici, et il est hors de question que je vous vende quoi que ce soit.","","False","DIA_Constantino_Hallo_10_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_418_Gritta.d:149","Schluss jetzt, wo ist das Gold?","Ça suffit ! Où est l'or ?","","False","DIA_Gritta_WantsMoney_Continue03.DIA_Gritta_WantsMoney.DIA_Gritta_WantsMoney_WhereMoney","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:78","Wenn du Gold hast, kannst du hier sogar was essen, wenn du willst.","Vous pouvez même commander à manger, du moment que vous avez de quoi payer.","","False","DIA_Coragon_Add_05_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:133","Ach, hör auf. Lord Andre läßt am Galgenplatz Freibier ausschenken.","Ne m'en parlez pas ! Le seigneur André fait servir de la bière gratuitement sur la place de la potence.","","False","DIA_Coragon_Add_05_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:134","Jetzt kommen fast nur noch die reiche Leute aus der Oberstadt her.","Du coup, plus personne ne vient ici, sauf les riches du haut quartier.","","False","DIA_Coragon_Add_05_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:136","(lacht) Einige von den feinen Pinkeln können dir ganz schön auf die Nerven gehen.","(éclate de rire) Il y a vraiment des fois où ils me portent sur les nerfs.","","False","DIA_Coragon_Add_05_04","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:137","Dieser Valentino zum Beispiel - ich kann den Kerl nicht leiden.","Tenez, Valentino, par exemple. Je ne peux pas le supporter.","","False","DIA_Coragon_Add_05_05","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:138","Aber ich kann mir meine Kundschaft nicht aussuchen. Ich brauche jedes Goldstück.","Mais je ne peux pas me permettre de choisir mes clients. Le moindre sou est bon à prendre.","","False","DIA_Coragon_Add_05_06","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:139","Das bißchen, was ich gespart habe, ist mir zusammen mit meinem ganzen Silber gestohlen worden.","C'est que mes maigres économies ont été volées, de même que mon argenterie.","","False","DIA_Coragon_Add_05_07","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:165","Ja, ist schon ne Weile her. An dem Abed war es noch ziemlich voll und ich habe Bier rumgebracht.","Cela fait déjà quelque temps. Il y avait encore pas mal de monde ce soir-là, et je servais de la bière en salle.","","False","DIA_Coragon_Add_05_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:166","Ich war nicht lange hinter der Theke weg - aber den Mistkerlen hat es gereicht.","Je n'ai pas quitté le comptoir longtemps, mais cela leur a suffit à ces filous.","","False","DIA_Coragon_Add_05_10","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:167","Ich war schon bei der Miliz deswegen - aber die haben natürlich nichts gefunden. Stattdessen besaufen sie sich am Freibierstand.","Je suis allé voir les miliciens, mais ils n'ont arrêté personne bien sûr. Ils préfèrent passer leurs journées à boire aux frais de la princesse...","","False","DIA_Coragon_Add_05_11","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:177","Hier - nimm das als Belohnung.","Tenez, prenez ceci en guise de récompense.","","False","DIA_Coragon_Add_05_14","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:181","Ein ganz besonderes Bier. Es ist mein letztes Fass.","C'est une excellente bière. Mon dernier tonnelet.","","False","DIA_Coragon_Add_05_21","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:185","Es ist der letzte Schluck!","C'est la dernière goutte.","","False","DIA_Coragon_Add_05_22","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:213","Tatsächlich!","C'est vrai ?","","False","DIA_Coragon_Add_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:242","Mmm? (überrascht) Das ist das Schuldenbuch von Lehmar!","Hmm ? (surpris) Mais c'est le grand livre de Lehmar !","","False","DIA_Coragon_Add_05_16","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:243","Was hast du damit vor?","Qu'avez-vous l'intention d'en faire ?","","False","DIA_Coragon_Add_05_17","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:270","Danke! Du hast mich gerettet. Lehmar kann ziemlich ungemütlich werden.","Merci ! Vous me sauvez la vie. C'est que Lehmar peut se montrer impitoyable quand il veut...","","False","DIA_Coragon_Add_05_19","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:298","Du mußt Bürger der Stadt sein. Such dir eine Arbeit.","Il faut avoir un statut de citoyen. Autrement dit, avoir du travail.","","False","DIA_Coragon_Add_05_24","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:299","Am besten bei den Handwerkern in der Unterstadt. Dann bist du ein Bürger der Stadt.","Essayez de vous faire employer par l'un des artisans du bas quartier. De cette manière, vous deviendrez citoyen.","","False","DIA_Coragon_Add_05_25","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:300","Tja, und wenn dir das noch nicht reicht, dann sprich mit Lord Andre in der Kaserne.","Et si cela ne suffit pas, allez voir le seigneur André à la caserne.","","False","DIA_Coragon_Add_05_26","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:301","Vielleicht nimmt er dich ja bei der Stadtwache auf. Die kommen auch in's obere Viertel.","Peut-être vous laissera-t-il intégrer les rangs des gardes. Eux aussi peuvent se rendre dans le haut quartier.","","False","DIA_Coragon_Add_05_27","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:327","Er ist stinkreich und muss nicht arbeiten. und er bindet das auch jedem auf die Nase.","Il est d'une richesse écœurante et n'a pas besoin de travailler. En plus, il s'en vante à tout le monde.","","False","DIA_Coragon_Add_05_29","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:328","Egal ob man's hören will oder nicht.","Même quand on n'a pas envie de l'écouter.","","False","DIA_Coragon_Add_05_30","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:329","Er säuft viel und bleibt immer bis zum Ende, bis er dann früh am Morgen zurück in's obere Viertel wankt.","Il boit beaucoup et reste jusqu'à la fermeture, ne rentrant en titubant au haut quartier que le petit matin venu.","","False","DIA_Coragon_Add_05_31","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:330","Das geht jeden Tag so.","C'est chaque jour pareil.","","False","DIA_Coragon_Add_05_32","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:358","Valentino konnte letzte Nacht seine Zeche nicht bezahlen.","Hier soir, il n'a pas pu régler sa note.","","False","DIA_Coragon_Add_05_33","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:361","Er hat irgendwas gefaselt - er wäre ausgeraubt worden und würde später bezahlen... Sowas!.","Il m'a dit d'une voix pâteuse qu'on l'avait volé et qu'il me paierait plus tard. Ben voyons !","","False","DIA_Coragon_Add_05_34","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:365","Vorher hat er noch geprahlt, wieviel Geld er hat.","Quelques minutes auparavant à peine, il n'arrêtait pas de rappeler à tout le monde combien il était riche.","","False","DIA_Coragon_Add_05_35","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:366","Dann greift er in seine Tasche und macht ein dämliches Gesicht. Er meint er wäre bestohlen worden...","Et puis, il a mis la main dans sa poche et a semblé se décomposer. Et c'est là qu'il m'a annoncé qu'on l'avait volé.","","False","DIA_Coragon_Add_05_36","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:369","Na, ich hab ihm ne ordentliche Tracht Prügel verabreicht, was sonst!","Je lui ai mis une bonne raclée bien sûr ! Qu'auriez-vous voulu que je fasse d'autre ?","","False","DIA_Coragon_Add_05_38","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:396","Was? Ich verstehe nicht...","Pardon ? Je ne comprends pas...","","False","DIA_Coragon_Add_05_40","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:31","Ich will mich amüsieren","Je veux m'amuser un peu.","","False","DIA_Bromor_GIRLS.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:45","Ich will mich amüsieren.","J'ai envie de m'amuser.","","False","DIA_Bromor_GIRLS_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:46","Deshalb bist du ja hergekommen.","C'est bien pour ça que vous êtes venu ici, non ?","","False","DIA_Bromor_GIRLS_07_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:123","Ich will dich wohl segnen, Fremder, aber ich kenne dich nicht. Erzähle mir was über dich.","Je pourrais en effet vous donner ma bénédiction, étranger, mais je ne sais rien de vous. Parlez-moi de vous.","","False","DIA_Vatras_INFLUENCE_05_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:162","Das habe ich irgendwo aufgeschnappt...","Oh ! J'ai entendu des rumeurs...","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:163","Xardas, der Magier hat es mir erzählt...","Xardas le magicien me l'a dit…","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:196","Ich bin ein Abenteurer aus dem Süden...","Je suis un aventurier venu du sud...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:197","Ich bin ein ehemaliger Gefangener...","Je suis un ancien détenu...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:213","Und, gibst du mir jetzt deinen Segen?","Alors, me donnerez-vous votre bénédiction maintenant ?","","False","DIA_Vatras_INFLUENCE_THIRD_LIE.DIA_Vatras_INFLUENCE.dia_vatras_influence_repeat","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:219","Und, gibst du mir jetzt deinen Segen?","Alors, me donnerez-vous votre bénédiction ?","","False","DIA_Vatras_INFLUENCE_REPEAT_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:269","Es sind Drachen gekommen... ","Les dragons sont arrivés...","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:270","Es werden bald schreckliche Dinge passieren.","Il va bientôt se passer des choses terribles.","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:274","Ich habe dir jetzt zweimal die Chance gegeben, mir die Wahrheit zu sagen - aber du willst es anscheinend nicht. Ich werde dir meinen Segen nicht geben.","Je vous ai donné deux occasions de me dire la vérité, mais vous n'en avez visiblement pas l'intention. Très bien. Vous n'aurez pas ma bénédiction.","","False","DIA_Vatras_INFLUENCE_REPEAT_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:584","Such dir einen anderen Laufburschen, alter Mann!","Trouvez-vous un autre coursier, vieil homme !","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_NO","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:585","Ich mach's. ","Je le ferai.","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_YES","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:606","Such dir einen anderen Laufburschen, alter Mann!","Cherchez-vous un autre garçon de courses, vieillard !","","False","DIA_Vatras_MISSION_NO_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:578","Zeig mir den Taschendiebstahl. (5 LP)","Montrez-moi comment voler à la tire. (5 PA)","","False","DIA_Cassia_Pickpocket.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:778","Ring der Eisenhaut","Anneau de peau de fer","","False","DIA_Cassia_Belohnung_Info.DIA_Cassia_Belohnung.DIA_Cassia_Belohnung_Ring","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:142","Warum bist DU nicht bei Lee und seinen Söldnern?","Pourquoi n'êtes-vous pas avec Lee et ses mercenaires ?","","False","DIA_LARES_WHYINCITY.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:159","Warum bist DU in die Stadt gekommen?","Et vous, qu'est-ce qui vous amène en ville ?","","False","DIA_Lares_WhyInCity_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:200","Hab' ich eine Alternative?","Ai-je le choix ?","","False","DIA_LARES_ALTERNATIVE.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:214","Hab' ich eine Alternative?","Ai-je le choix ?","","False","DIA_Lares_Alternative_15_00","",""
