"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Scripts/Content/Story/Dialoge/DIA_BDT_1060_Dexter.d:115","Der Typ ist hier! Und nicht alleine. Da ist ein ganzer Haufen dieser Kerle überall unterwegs! Und die suchen dich.","Il tizio è qui, e non è solo! C'è un intero gruppo di questi individui che si muovono ovunque! E stanno cercando te.","","False","DIA_Dexter_Wo_09_02","",""
"Scripts/Content/Story/Dialoge/DIA_BDT_1060_Dexter.d:171","Ich habe dich gewarnt. Wenn ich dich nicht töte, wird er mich töten. Also lässt du mir keine Wahl.","Ti avevo avvertito. Se io non uccido te, egli ucciderà me. Dunque non mi lasci altra scelta.","","False","DIA_Dexter_Kill_09_00","",""
"Scripts/Content/Story/Dialoge/DIA_DJG_705_Angar.d:106","Was ist mit den anderen aus dem Sumpflager passiert?","Cosa è successo agli altri occupanti di Campo Palude?","","False","DIA_Angar_WIEKOMMSTDUHIERHER_Info.DIA_Angar_WIEKOMMSTDUHIERHER.DIA_Angar_WIEKOMMSTDUHIERHER_andere","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_500_Pyrokar.d:969","Wer hat das getan?","Chi è stato?","","False","DIA_Pyrokar_GIVEINNOSEYE_Info.DIA_Pyrokar_GIVEINNOSEYE.DIA_Pyrokar_GIVEINNOSEYE_wer","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:472","Braue mir einen Trank der Geschwindigkeit.","Preparami una pozione di velocità.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Speed","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:473","Braue mir ein Mana Extrakt.","Preparami un estratto di mana.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Mana","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_KDF_506_Neoras.d:474","Braue mir ein Extrakt der Heilung.","Preparami un elisir curativo.","","False","DIA_Neoras_BrewForMe_Health.DIA_Neoras_BrewForMe.DIA_Neoras_BrewForMe_Health","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:78","Endlich! Ich habe seit Tagen versucht, dich hier her zu bringen.","Finalmente! Sono giorni che cerco di condurti qui.","","False","DIA_Xardas_Hello_14_00","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:79","Ich fühle mich, als hätte ich drei Wochen unter Steinen gelegen.","Mi sento come se avessi trascorso tre giorni imprigionato sotto un cumulo di pietre.","","False","DIA_Xardas_Hello_15_01","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:80","So war es auch. Nur die Magie deiner Rüstung hat dich am Leben gehalten - aber genug davon. Deine Kräfte wirst du schon wiedererlangen.","Beh, è quanto è successo. Solo la magia della tua armatura ti ha tenuto in vita, ma basta parlare di questo. Avrai tempo per riacquistare di nuovo tutta la tua forza.","","False","DIA_Xardas_Hello_14_02","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:83","Du redest von den Orks?","Stai parlando degli orchi?","","False","DIA_Xardas_Hello_15_05","",""
"Scripts/Content/Story/Dialoge/DIA_NONE_100_Xardas.d:84","Ich rede von weitaus schlimmeren Kreaturen.","Sto parlando di creature molto più orribili.","","False","DIA_Xardas_Hello_14_06","",""
"Scripts/Content/Story/Dialoge/DIA_NOV_600_Pedro.d:159","Außerdem verlangen wir von jedem neuen Novizen die Gaben an Innos. Ein Schaf und ...","Oltre a questo, chiediamo a ogni nuovo novizio di fare un'offerta a Innos. Una pecora e...","","False","DIA_Pedro_TEMPEL_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:70","Wer hat hier das Sagen?","Chi è il capo, qui?","","False","DIA_Wache_PERM_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:71","Unser Kommandant Garond und seine beiden Berater, die Paladine Oric und Parcival.","Il comandante Garond e i suoi due consiglieri, Oric e Parcival.","","False","DIA_Wache_PERM_10_01","",""
"Scripts/Content/Story/Dialoge/DIA_PAL_262_Wache.d:72","Geh einfach rein. Tagsüber halten sie sich im Thronsaal im Erdgeschoss auf.","Vai avanti. Di giorno potrai trovarli nella sala del trono, al piano terra.","","False","DIA_Wache_PERM_10_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Mage_NW.d:274","Ich werde sehen, was ich tun kann.","Vedrò cosa posso fare.","","False","DIA_MiltenNW_KAP3_NovizenChase_03_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Mage_OW.d:71","Klar kenne ich die Jungs noch.","Allora, cosa c’è da riferire?","","False","DIA_MiltenOW_Hello_NO.DIA_MiltenOW_Hello.DIA_MiltenOW_Hello_Friends","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_DI.d:262","Schlösser knacken","Scassinare serrature","","False","DIA_PC_Thief_DI_Training_Talente_PICKLOCK.DIA_PC_Thief_DI_Training_Talente.DIA_PC_Thief_DI_Training_Talente_PICKLOCK","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:75","Wer bist du?","Chi sei?","","False","DIA_DiegoNW_NeedHelp_Info.DIA_DiegoNW_NeedHelp.DIA_DiegoNW_NeedHelp_WhoAreYou","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:147","Ich habe im Minental einen kleinen Schatz versteckt.","Ho nascosto una piccola fortuna nella Valle delle Miniere.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:148","Eigentlich wollte ich ihn ja holen, aber leider tummeln sich einige Orks bei dem Versteck rum.","Intendevo andare a recuperarla, ma sfortunatamente un mucchio di orchi si aggirano intorno al nascondiglio.","","False","DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_11_02","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:218","Wieso holst du ihn nicht selbst?","Perché non puoi recuperarlo da solo?","","False","DIA_DiegoNW_HelpYou_15_04","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:219","Weil sich am Versteck ein paar Orks rumtreiben. Du bist genau der Richtige für diese Aufgabe, glaube mir.","Perché alcuni orchi si aggirano intorno al nascondiglio. Sei la persona adatta per questo lavoretto, credimi.","","False","DIA_DiegoNW_HelpYou_11_05","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:223","Was hast du mit dem Gold vor?","Cosa pensi di fare con l’oro?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_YourPlan","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:224","Wo hast du das ganze Gold her?","Da dove hai preso tutto quell’oro?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_HowGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_NW.d:225","Wo ist das Gold versteckt?","Dov’è nascosto l’oro?","","False","DIA_DiegoNW_HelpYou_Info.DIA_DiegoNW_HelpYou.DIA_DiegoNW_NeedHelp_Problem_WillHelpYou_WhereGold","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:76","Ich bin im Auftrag von Garond unterwegs.","Sono in viaggio per conto di Garond.","","False","DIA_DIEGOOW_GAROND.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:93","Na klar, was willst du wissen?","Certo, cosa vuoi sapere?","","False","DIA_DiegoOw_Garond_11_03","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:104","Was weißt du von Silvestros Erz?","Cosa puoi dirmi del minerale di Silvestro?","","False","DIA_DIEGOOW_SILVESTRO.description","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:118","Was weißt du von Silvestros Erz?","Cosa puoi dirmi del metallo di Silvesto?","","False","DIA_DiegoOw_Silvestro_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_PC_Thief_OW.d:260","Dafür haben wir keine Zeit. Ich habe echt Wichtigeres zu tun.","Non c'è tempo per questo. Ho veramente cose più importanti da fare.","","False","DIA_DiegoOw_Teach_11_01","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:926","Mittlere Söldnerrüstung kaufen. Schutz: Waffen 45, Pfeile 45. Kosten: 500 Gold","Compra un’armatura da mercenario media. Protezione: armi 45, frecce 45. Costo: 500 monete d’oro","","False","DIA_Lee_BuyArmorM.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_800_Lee.d:1040","Schwere Söldnerrüstung kaufen. Schutz: Waffen 60, Pfeile 60. Kosten: 1000 Gold","Compra un’armatura da mercenario pesante. Protezione: armi 60, frecce 60. Costo: 1000 monete d’oro","","False","DIA_Lee_BuyArmorH.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_802_Buster.d:73","Ich bin nur ein Reisender auf dem Weg zum Großbauern.","Sono un semplice viaggiatore diretto a incontrare il locandiere.","","False","DIA_Buster_Hello_IKnowLee.DIA_Buster_Hello.DIA_Buster_Hello_GoingToFarm","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:849","Mittlere Drachenjägerrüstung: Schutz: Waffen 80, Pfeile 80. (12000 Gold)","Armatura da cacciatore di draghi media: Protezione: armi 80, frecce 80. (12000 monete d’oro)","","False","DIA_Bennet_DJG_ARMOR_M.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_809_Bennet.d:921","Schwere Drachenjägerrüstung: Schutz: Waffen 90, Pfeile 90. (20000 Gold)","Armatura da cacciatore di draghi pesante: Protezione: armi 90, frecce 90. (20000 monete d’oro)","","False","DIA_Bennet_DJG_ARMOR_H.description","",""
"Scripts/Content/Story/Dialoge/DIA_SLD_814_Sentenza.d:115","Oder gar nichts. Durchsuch mich ruhig!","O niente, Perquisiscimi, allora!","","False","DIA_Sentenza_Hello_HandsOff.DIA_Sentenza_Hello.DIA_Sentenza_Hello_SearchMe","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_410_Baltram.d:45","Was willst du? Du bist ein Sträfling aus der Minenkolonie. Mit dir mache ich keine Geschäfte!","Cosa vuoi? Se in detenuto della colonia mineraria. Non farò affari con te!","","False","DIA_Baltram_Sperre_01_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_4108_Engor.d:149","Schwere Milizrüstung kaufen (Schutz: Waffen 60, Pfeile 60. Kosten: 2500 Gold)","Compra un’armatura da guardia cittadina pesante (2.500 monete d’oro)","","False","DIA_Engor_RSkaufen.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_417_Constantino.d:80","Was willst du? Hier gibt es nichts umsonst und ich werde dir auch nichts verkaufen.","Che cosa vuoi? Non c'è niente di gratis qui e non ho intenzione di venderti nulla, in ogni caso.","","False","DIA_Constantino_Hallo_10_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_418_Gritta.d:149","Schluss jetzt, wo ist das Gold?","Piantala. Dov’è la grana?","","False","DIA_Gritta_WantsMoney_Continue03.DIA_Gritta_WantsMoney.DIA_Gritta_WantsMoney_WhereMoney","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:78","Wenn du Gold hast, kannst du hier sogar was essen, wenn du willst.","Finché hai dell'oro, puoi anche mangiare qui se lo desideri.","","False","DIA_Coragon_Add_05_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:133","Ach, hör auf. Lord Andre läßt am Galgenplatz Freibier ausschenken.","Aah, non ricordarmelo. Lord Andre sta servendo birra gratis nella piazza del patibolo.","","False","DIA_Coragon_Add_05_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:134","Jetzt kommen fast nur noch die reiche Leute aus der Oberstadt her.","Qui non viene praticamente nessuno, eccetto gente ricca dai quartieri alti.","","False","DIA_Coragon_Add_05_02","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:136","(lacht) Einige von den feinen Pinkeln können dir ganz schön auf die Nerven gehen.","(ride) Alcuni di quei palloni gonfiati possono farti saltare i nervi.","","False","DIA_Coragon_Add_05_04","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:137","Dieser Valentino zum Beispiel - ich kann den Kerl nicht leiden.","Prendi quel Valentino, per esempio. Non riesco a sopportare nemmeno la sua vista.","","False","DIA_Coragon_Add_05_05","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:138","Aber ich kann mir meine Kundschaft nicht aussuchen. Ich brauche jedes Goldstück.","Ma non posso scegliermi i clienti, ho bisogno di tutto l'oro possibile.","","False","DIA_Coragon_Add_05_06","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:139","Das bißchen, was ich gespart habe, ist mir zusammen mit meinem ganzen Silber gestohlen worden.","Quel poco che ero riuscito a mettere da parte me l'hanno rubato, insieme a tutto il mio argento.","","False","DIA_Coragon_Add_05_07","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:165","Ja, ist schon ne Weile her. An dem Abed war es noch ziemlich voll und ich habe Bier rumgebracht.","Beh, diciamo che è passato un po' di tempo. C'era ancora un po' di gente quella notte e stavo servendo un giro di birra.","","False","DIA_Coragon_Add_05_09","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:166","Ich war nicht lange hinter der Theke weg - aber den Mistkerlen hat es gereicht.","Non mi sono allontanato nemmeno tanto dal bancone, ma è stato abbastanza per quei bastardi.","","False","DIA_Coragon_Add_05_10","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:167","Ich war schon bei der Miliz deswegen - aber die haben natürlich nichts gefunden. Stattdessen besaufen sie sich am Freibierstand.","Sono andato dai militari ma, ovviamente, non hanno trovato nulla. Preferiscono ingozzarsi di birra gratis.","","False","DIA_Coragon_Add_05_11","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:177","Hier - nimm das als Belohnung.","Ecco, prendi questa ricompensa.","","False","DIA_Coragon_Add_05_14","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:181","Ein ganz besonderes Bier. Es ist mein letztes Fass.","Una birra molto speciale. Questo è il mio ultimo barilotto.","","False","DIA_Coragon_Add_05_21","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:185","Es ist der letzte Schluck!","È l'ultima goccia!","","False","DIA_Coragon_Add_05_22","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:213","Tatsächlich!","Davvero!","","False","DIA_Coragon_Add_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:242","Mmm? (überrascht) Das ist das Schuldenbuch von Lehmar!","Mmmh? (sorpreso) Ma questo è il libro mastro di Lehmar!","","False","DIA_Coragon_Add_05_16","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:243","Was hast du damit vor?","Che cosa hai intenzione di farci?","","False","DIA_Coragon_Add_05_17","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:270","Danke! Du hast mich gerettet. Lehmar kann ziemlich ungemütlich werden.","Grazie, mi hai salvato la pelle. Lehmar sa diventare davverò cattivo quando vuole.","","False","DIA_Coragon_Add_05_19","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:298","Du mußt Bürger der Stadt sein. Such dir eine Arbeit.","Devi essere un cittadino. Vai a cercarti un lavoro.","","False","DIA_Coragon_Add_05_24","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:299","Am besten bei den Handwerkern in der Unterstadt. Dann bist du ein Bürger der Stadt.","Preferibilmente con i maestri nella parte bassa della città. Ciò farà di te un cittadino.","","False","DIA_Coragon_Add_05_25","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:300","Tja, und wenn dir das noch nicht reicht, dann sprich mit Lord Andre in der Kaserne.","Bene, non dovesse bastarti vai a parlare alla caserma con Lord Andre.","","False","DIA_Coragon_Add_05_26","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:301","Vielleicht nimmt er dich ja bei der Stadtwache auf. Die kommen auch in's obere Viertel.","Forse ti arruolerà nella guardia cittadina. Anche loro possono andare nei quartieri alti.","","False","DIA_Coragon_Add_05_27","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:327","Er ist stinkreich und muss nicht arbeiten. und er bindet das auch jedem auf die Nase.","È ricco da far schifo e ne se vanta con chiunque.","","False","DIA_Coragon_Add_05_29","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:328","Egal ob man's hören will oder nicht.","Che tu voglia ascoltare o meno.","","False","DIA_Coragon_Add_05_30","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:329","Er säuft viel und bleibt immer bis zum Ende, bis er dann früh am Morgen zurück in's obere Viertel wankt.","Beve molto e rimane sempre fino alla chiusura, poi alla mattina barcolla fino ai quartieri alti.","","False","DIA_Coragon_Add_05_31","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:330","Das geht jeden Tag so.","È così tutti i giorni.","","False","DIA_Coragon_Add_05_32","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:358","Valentino konnte letzte Nacht seine Zeche nicht bezahlen.","La scorsa notte, Valentino non è stato in grado di pagare.","","False","DIA_Coragon_Add_05_33","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:361","Er hat irgendwas gefaselt - er wäre ausgeraubt worden und würde später bezahlen... Sowas!.","Blaterava qualcosa sull'essere stato derubato o che mi avrebbe pagato dopo... Davvero!","","False","DIA_Coragon_Add_05_34","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:365","Vorher hat er noch geprahlt, wieviel Geld er hat.","E poco prima si stava vantando di tutti i suoi soldi.","","False","DIA_Coragon_Add_05_35","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:366","Dann greift er in seine Tasche und macht ein dämliches Gesicht. Er meint er wäre bestohlen worden...","Poi ha messo la sua mano nella mia tasca e... Ha detto che è stato rubato...","","False","DIA_Coragon_Add_05_36","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:369","Na, ich hab ihm ne ordentliche Tracht Prügel verabreicht, was sonst!","Beh, gli ho dato una bella ripassata, cos'altro?","","False","DIA_Coragon_Add_05_38","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_420_Coragon.d:396","Was? Ich verstehe nicht...","Cosa? Non capisco.","","False","DIA_Coragon_Add_05_40","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:31","Ich will mich amüsieren","Voglio divertirmi.","","False","DIA_Bromor_GIRLS.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:45","Ich will mich amüsieren.","Voglio divertirmi.","","False","DIA_Bromor_GIRLS_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_433_Bromor.d:46","Deshalb bist du ja hergekommen.","Beh, dopo tutto è per questo che sei venuto qui.","","False","DIA_Bromor_GIRLS_07_01","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:123","Ich will dich wohl segnen, Fremder, aber ich kenne dich nicht. Erzähle mir was über dich.","Potrei darti la mia benedizione, straniero, ma non so nulla di te. Dimmi qualcosa.","","False","DIA_Vatras_INFLUENCE_05_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:162","Das habe ich irgendwo aufgeschnappt...","Oh, girano pettegolezzi...","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:163","Xardas, der Magier hat es mir erzählt...","Xardas il mago mi ha detto...","","False","DIA_Vatras_INFLUENCE_FIRST_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_SECOND_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:196","Ich bin ein Abenteurer aus dem Süden...","Sono un avventuriero del sud...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:197","Ich bin ein ehemaliger Gefangener...","Sono un ex detenuto...","","False","DIA_Vatras_INFLUENCE_SECOND_LIE.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_THIRD_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:213","Und, gibst du mir jetzt deinen Segen?","Adesso mi darai la tua benedizione?","","False","DIA_Vatras_INFLUENCE_THIRD_LIE.DIA_Vatras_INFLUENCE.dia_vatras_influence_repeat","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:219","Und, gibst du mir jetzt deinen Segen?","Adesso mi darai la tua benedizione?","","False","DIA_Vatras_INFLUENCE_REPEAT_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:269","Es sind Drachen gekommen... ","I draghi sono arrivati...","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_TRUTH","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:270","Es werden bald schreckliche Dinge passieren.","Presto accadranno cose terribili.","","False","dia_vatras_influence_repeat.DIA_Vatras_INFLUENCE.DIA_Vatras_INFLUENCE_FIRST_LIE","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:274","Ich habe dir jetzt zweimal die Chance gegeben, mir die Wahrheit zu sagen - aber du willst es anscheinend nicht. Ich werde dir meinen Segen nicht geben.","Ti ho dato due opportunità di dirmi la verità, ma evidentemente non vuoi. Non ti darò la mia benedizione.","","False","DIA_Vatras_INFLUENCE_REPEAT_05_13","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:584","Such dir einen anderen Laufburschen, alter Mann!","Trovati un altro fattorino, vecchio!","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_NO","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:585","Ich mach's. ","Lo farò.","","False","DIA_Vatras_MISSION_Info.DIA_Vatras_MISSION.DIA_Vatras_MISSION_YES","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_439_Vatras.d:606","Such dir einen anderen Laufburschen, alter Mann!","Trovati un altro fattorino, vecchio!","","False","DIA_Vatras_MISSION_NO_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:578","Zeig mir den Taschendiebstahl. (5 LP)","Insegnami a borseggiare (5 LP)","","False","DIA_Cassia_Pickpocket.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_447_Cassia.d:778","Ring der Eisenhaut","Anello della pelle di ferro","","False","DIA_Cassia_Belohnung_Info.DIA_Cassia_Belohnung.DIA_Cassia_Belohnung_Ring","AI_AddChoice",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:142","Warum bist DU nicht bei Lee und seinen Söldnern?","Perché TU sei con Lee e i suoi mercenari?","","False","DIA_LARES_WHYINCITY.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:159","Warum bist DU in die Stadt gekommen?","Perché sei VENUTO in città?","","False","DIA_Lares_WhyInCity_09_03","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:200","Hab' ich eine Alternative?","Ho altra scelta?","","False","DIA_LARES_ALTERNATIVE.description","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:214","Hab' ich eine Alternative?","Ho altra scelta?","","False","DIA_Lares_Alternative_15_00","",""
"Scripts/Content/Story/Dialoge/DIA_VLK_449_Lares.d:215","Wenn ich du wäre, würde ich zu Onars Hof gehen und mit Lee reden.","Se fossi in te, andrei alla fattoria di Onar e parlerei con Lee.","","False","DIA_Lares_Alternative_09_01","",""
